7,24,7,24,16,1,3680,58880,80
-5,16,-5,16,4,1,2400,9600,20
90,99,90,110,30,1,2400,72000,150
5,10,5,10,6,1,1200,7200,31
12,25,13,25,15,1,1200,18000,60
101,99,101,110,22,1,1600,35200,110
18,25,18,25,7,0,1000,7000,31
18,25,18,25,20,1,2000,40000,100
3,95,3,95,27,1,3850,103950,120
87,99,87.333,110,43,1,7556.68,195401.02,197.6
87,99,87.333,110,0,0,0,0,31
82,99,82.667,110,41,1,7562.91,159907.74,180
82,99,82.667,110,0,0,0,0,31
3,79,3.167,79,10,1,7232.91,58928.8,31
58,99,58.167,110,18,1,4046,51638.82,70.4
3,56,3.417,56.25,8,1,4046,28340,31
54,99,54.25,110,29,1,2176.55,63120.19,99.7
-2,46,-1.25,46.95,7,1,2463.66942,17874,33
66,99,66.95,110,20,1,2736,54720,71
10,63,10.167,63,9,1,3667.52,32212.28,33
86,99,86.25,110,26,1,3091.91,60927.95,114.83
61,99,61.167,110,13,1,1567.15,20373,43
7,59,7.583,59.083,7,1,1818.5124,11659,24
60,99,60.5833,110,13,1,2613.23,33972,43
6,58,6,58.5,6,1,2152.59,9640,24
43,99,43.083,110,14,1,2745,44307,33
15,40,15.25,41,4,1,519.45,2051.74,13
-3,41,-2.917,41,4,1,645.15,2488.2,17
-1,41,-0.667,41.5,5,1,1330.99,6626.4,17.8788
